timestamp,bid1,bid1_qty,ask1,ask1_qty,bid2,bid2_qty,ask2,ask2_qty,bid3,bid3_qty,ask3,ask3_qty,bid4,bid4_qty,ask4,ask4_qty,bid5,bid5_qty,ask5,ask5_qty
2025-09-25 15:38:23.694870+00:00,111690,0.48523087,111140,0.39902912,111680,7.16345851,111160,7.37696713,111660,0.89353741,111170,0.02294055,111650,0.47639133,111190,2.81655826,111640,0.89243015,111200,0.00469813
2025-09-25 15:38:23.866602+00:00,111690,0.48523087,111140,0.01233927,111680,7.16345851,111160,7.37696713,111660,0.89353741,111170,0.02294055,111650,0.47639133,111190,2.81655826,111640,0.89243015,111200,0.00469813
2025-09-25 15:38:24.067365+00:00,111690,0.48523087,111140,0.01233927,111680,7.16345851,111160,7.37696713,111660,0.89353741,111170,0.02294055,111650,0.47639133,111190,2.81646,111640,0.89243015,111200,0.00469813
2025-09-25 15:38:24.067365+00:00,111690,0.48523087,111140,0.01233927,111680,7.16345851,111160,7.37696713,111660,0.89353741,111170,0.02303883,111650,0.47639133,111190,2.81646,111640,0.89243015,111200,0.00469813
2025-09-25 15:38:26.212416+00:00,111690,0.48523087,111140,0.01233927,111680,7.16345851,111160,7.37696713,111660,0.89353741,111170,0.02303883,111650,0.47639133,111190,2.81646,111640,1.27692804,111200,0.00469813
2025-09-25 15:38:26.212416+00:00,111690,0.48523087,111140,0.01233927,111680,7.16345851,111160,7.37696713,111660,0.89353741,111170,0.02303883,111650,0.09189344,111190,2.81646,111640,1.27692804,111200,0.00469813
2025-09-25 15:38:26.213418+00:00,111690,0.48523087,111140,0.01233927,111680,7.61203938,111160,7.37696713,111660,0.89353741,111170,0.02303883,111650,0.09189344,111190,2.81646,111640,1.27692804,111200,0.00469813
2025-09-25 15:38:26.213418+00:00,111690,0.03665,111140,0.01233927,111680,7.61203938,111160,7.37696713,111660,0.89353741,111170,0.02303883,111650,0.09189344,111190,2.81646,111640,1.27692804,111200,0.00469813
2025-09-25 15:38:26.741035+00:00,111690,0.03665,111140,0.01233927,111680,7.61203938,111160,7.37696713,111660,0.89353741,111170,0.02294055,111650,0.09189344,111190,2.81646,111640,1.27692804,111200,0.00469813
2025-09-25 15:38:26.742050+00:00,111690,0.03665,111140,0.01243758,111680,7.61203938,111160,7.37696713,111660,0.89353741,111170,0.02294055,111650,0.09189344,111190,2.81646,111640,1.27692804,111200,0.00469813
2025-09-25 15:38:27.379648+00:00,111690,0.03665,111140,0.01243758,111680,7.61203938,111160,7.37696713,111660,0.89353741,111170,0.02294055,111650,0.09189344,111190,2.8164,111640,1.27692804,111200,0.00469813
2025-09-25 15:38:27.507826+00:00,111680,7.61203938,111140,0.01243758,111660,0.89353741,111160,7.37696713,111650,0.09189344,111170,0.02294055,111640,1.27692804,111190,2.8164,111630,0.07238331,111200,0.00469813
2025-09-25 15:38:28.236264+00:00,111660,0.89353741,111140,0.01243758,111650,0.09189344,111160,7.37696713,111640,1.27692804,111170,0.02294055,111630,0.07238331,111190,2.8164,111620,0.0004,111200,0.00469813
2025-09-25 15:38:28.237265+00:00,111670,0.44858087,111140,0.01243758,111660,0.89353741,111160,7.37696713,111650,0.09189344,111170,0.02294055,111640,1.27692804,111190,2.8164,111630,0.07238331,111200,0.00469813
2025-09-25 15:38:28.942126+00:00,111660,0.89353741,111140,0.01243758,111650,0.09189344,111160,7.37696713,111640,1.27692804,111170,0.02294055,111630,0.07238331,111190,2.8164,111620,0.0004,111200,0.00469813
2025-09-25 15:38:28.943108+00:00,111660,0.89353741,111140,0.39912743,111650,0.09189344,111160,7.37696713,111640,1.27692804,111170,0.02294055,111630,0.07238331,111190,2.8164,111620,0.0004,111200,0.00469813
2025-09-25 15:38:29.443071+00:00,111660,0.89353741,111140,0.39912743,111650,0.09189344,111160,7.37696713,111640,1.27692804,111170,0.02294055,111630,0.07238331,111190,2.8164,111620,0.5004,111200,0.00469813
2025-09-25 15:38:29.443071+00:00,111670,0.44858087,111140,0.39912743,111660,0.89353741,111160,7.37696713,111650,0.09189344,111170,0.02294055,111640,1.27692804,111190,2.8164,111630,0.07238331,111200,0.00469813
2025-09-25 15:38:30.092094+00:00,111670,0.44858087,111130,4.7691,111660,0.89353741,111140,0.39912743,111650,0.09189344,111160,7.37696713,111640,1.27692804,111170,0.02294055,111630,0.07238331,111190,2.8164
2025-09-25 15:38:30.527711+00:00,111670,0.44858087,111140,0.39912743,111660,0.89353741,111160,7.37696713,111650,0.09189344,111170,0.02294055,111640,1.27692804,111190,2.8164,111630,0.07238331,111200,0.00469813
2025-09-25 15:38:30.527711+00:00,111670,0.44858087,111140,0.39912743,111660,0.89353741,111160,7.37696713,111650,0.09189344,111170,0.02294055,111640,1.27692804,111190,1.3164,111630,0.07238331,111200,0.00469813
2025-09-25 15:38:30.940526+00:00,111670,0.44858087,111160,7.37696713,111660,0.89353741,111170,0.02294055,111650,0.09189344,111190,1.3164,111640,1.27692804,111200,0.00469813,111630,0.07238331,111210,1.5
2025-09-25 15:38:30.941510+00:00,111670,0.44858087,111150,9.83e-05,111660,0.89353741,111160,7.37696713,111650,0.09189344,111170,0.02294055,111640,1.27692804,111190,1.3164,111630,0.07238331,111200,0.00469813
2025-09-25 15:38:31.145917+00:00,111670,0.44858087,111150,9.83e-05,111660,0.0004,111160,7.37696713,111650,0.09189344,111170,0.02294055,111640,1.27692804,111190,1.3164,111630,0.07238331,111200,0.00469813
2025-09-25 15:38:31.559086+00:00,111660,0.0004,111150,9.83e-05,111650,0.09189344,111160,7.37696713,111640,1.27692804,111170,0.02294055,111630,0.07238331,111190,1.3164,111620,0.5004,111200,0.00469813
2025-09-25 15:38:31.560067+00:00,111660,0.0004,111140,0.39902912,111650,0.09189344,111150,9.83e-05,111640,1.27692804,111160,7.37696713,111630,0.07238331,111170,0.02294055,111620,0.5004,111190,1.3164
2025-09-25 15:38:31.794695+00:00,111660,0.0004,111130,4.7691,111650,0.09189344,111140,0.39902912,111640,1.27692804,111150,9.83e-05,111630,0.07238331,111160,7.37696713,111620,0.5004,111170,0.02294055
