timestamp,price,high,low,volume
2025-09-25 15:42:10.023000,111330.3,113940.0,110629.99,15561.24629
2025-09-25 15:42:11.023000,111330.29,113940.0,110629.99,15560.81935
2025-09-25 15:42:12.023000,111330.3,113940.0,110629.99,15560.78086
2025-09-25 15:42:13.024000,111330.29,113940.0,110629.99,15560.37235
2025-09-25 15:42:14.023000,111330.28,113940.0,110629.99,15560.46112
2025-09-25 15:42:15.023000,111330.28,113940.0,110629.99,15560.47918
2025-09-25 15:42:16.023000,111330.28,113940.0,110629.99,15560.02993
2025-09-25 15:42:17.023000,111330.28,113940.0,110629.99,15559.88929
2025-09-25 15:42:18.023000,111330.28,113940.0,110629.99,15559.40343
2025-09-25 15:42:19.024000,111330.29,113940.0,110629.99,15559.17841
2025-09-25 15:42:20.023000,111330.28,113940.0,110629.99,15559.2065
2025-09-25 15:42:21.024000,111330.29,113940.0,110629.99,15558.78681
2025-09-25 15:42:22.023000,111330.29,113940.0,110629.99,15558.78629
2025-09-25 15:42:23.023000,111330.28,113940.0,110629.99,15558.77731
2025-09-25 15:42:24.023000,111330.29,113940.0,110629.99,15558.17499
2025-09-25 15:42:25.023000,111330.29,113940.0,110629.99,15558.1745
2025-09-25 15:42:26.023000,111330.29,113940.0,110629.99,15558.07577
2025-09-25 15:42:27.023000,111330.29,113940.0,110629.99,15557.40551
2025-09-25 15:42:28.024000,111330.29,113940.0,110629.99,15557.39963
2025-09-25 15:42:29.023000,111330.28,113940.0,110629.99,15557.0515
2025-09-25 15:42:30.023000,111330.29,113940.0,110629.99,15556.68903
2025-09-25 15:42:31.024000,111330.28,113940.0,110629.99,15556.66878
2025-09-25 15:42:32.024000,111330.28,113940.0,110629.99,15556.70021
2025-09-25 15:42:33.023000,111330.26,113940.0,110629.99,15556.28612
2025-09-25 15:42:34.023000,111330.27,113940.0,110629.99,15556.21001
2025-09-25 15:42:35.023000,111330.27,113940.0,110629.99,15555.78322
2025-09-25 15:42:36.023000,111330.26,113940.0,110629.99,15555.81537
2025-09-25 15:42:37.023000,111330.26,113940.0,110629.99,15555.76227
2025-09-25 15:42:38.024000,111330.27,113940.0,110629.99,15556.45274
2025-09-25 15:42:39.023000,111330.27,113940.0,110629.99,15556.32023
2025-09-25 15:42:40.023000,111330.26,113940.0,110629.99,15556.32558
2025-09-25 15:42:41.023000,111330.27,113940.0,110629.99,15555.8948
2025-09-25 15:42:42.023000,111330.26,113940.0,110629.99,15555.89471
2025-09-25 15:42:43.023000,111330.26,113940.0,110629.99,15555.46202
2025-09-25 15:42:44.023000,111330.26,113940.0,110629.99,15555.45949
2025-09-25 15:42:45.023000,111330.26,113940.0,110629.99,15555.01883
2025-09-25 15:42:46.023000,111330.26,113940.0,110629.99,15555.01065
2025-09-25 15:42:47.023000,111330.27,113940.0,110629.99,15554.58513
2025-09-25 15:42:48.023000,111330.26,113940.0,110629.99,15556.6273
2025-09-25 15:42:49.023000,111330.27,113940.0,110629.99,15556.53608
2025-09-25 15:42:50.024000,111330.26,113940.0,110629.99,15556.57384
2025-09-25 15:42:51.025000,111318.0,113940.0,110629.99,15557.31703
2025-09-25 15:42:52.024000,111309.54,113940.0,110629.99,15557.68254
2025-09-25 15:42:53.023000,111309.55,113940.0,110629.99,15557.68333
2025-09-25 15:42:54.023000,111309.55,113940.0,110629.99,15557.67071
2025-09-25 15:42:55.024000,111309.54,113940.0,110629.99,15556.64787
