timestamp,price,volume
2025-09-26 07:50:41.277000,109063.54,0.005
2025-09-26 07:50:41.287000,109063.54,0.004
2025-09-26 07:50:41.290000,109063.54,0.18323
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,0.3
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,0.30229
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,5e-05
2025-09-26 07:50:41.290000,109063.54,0.00917
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,0.00653
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109063.53,5e-05
2025-09-26 07:50:41.291000,109062.95,0.00129
2025-09-26 07:50:41.291000,109062.39,5e-05
2025-09-26 07:50:41.291000,109062.39,5e-05
2025-09-26 07:50:41.291000,109062.39,5e-05
2025-09-26 07:50:41.291000,109062.38,5e-05
2025-09-26 07:50:41.291000,109062.38,0.02305
2025-09-26 07:50:41.291000,109062.38,5e-05
2025-09-26 07:50:41.291000,109062.37,0.00714
2025-09-26 07:50:41.291000,109062.37,5e-05
2025-09-26 07:50:41.291000,109062.33,0.00088
2025-09-26 07:50:41.291000,109061.91,0.00092
2025-09-26 07:50:41.291000,109061.72,5e-05
2025-09-26 07:50:41.295000,109061.01,5e-05
2025-09-26 07:50:41.295000,109061.01,5e-05
2025-09-26 07:50:41.295000,109061.01,5e-05
2025-09-26 07:50:41.295000,109061.01,5e-05
2025-09-26 07:50:41.295000,109061.01,5e-05
2025-09-26 07:50:41.295000,109061.01,5e-05
2025-09-26 07:50:41.295000,109061.01,5e-05
2025-09-26 07:50:41.295000,109061.01,5e-05
2025-09-26 07:50:41.295000,109061.01,0.13713
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.01,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109061.0,5e-05
2025-09-26 07:50:41.308000,109060.0,5e-05
2025-09-26 07:50:41.308000,109059.8,0.00079
2025-09-26 07:50:41.308000,109059.73,0.28546
2025-09-26 07:50:41.308000,109059.73,0.01685
2025-09-26 07:50:41.308000,109059.73,5e-05
2025-09-26 07:50:41.308000,109059.73,5e-05
2025-09-26 07:50:41.308000,109059.02,5e-05
2025-09-26 07:50:41.308000,109058.82,5e-05
2025-09-26 07:50:41.308000,109057.38,0.0001
2025-09-26 07:50:41.308000,109057.07,0.14285
2025-09-26 07:50:41.308000,109057.07,0.023
2025-09-26 07:50:41.308000,109057.07,0.057
2025-09-26 07:50:41.309000,109057.07,0.07946
2025-09-26 07:50:41.309000,109057.07,5e-05
2025-09-26 07:50:41.309000,109057.07,5e-05
2025-09-26 07:50:41.309000,109056.72,6e-05
2025-09-26 07:50:41.309000,109056.29,5e-05
2025-09-26 07:50:41.309000,109056.1,5e-05
2025-09-26 07:50:41.309000,109055.99,0.0317
2025-09-26 07:50:41.309000,109055.99,0.00917
2025-09-26 07:50:41.309000,109055.99,5e-05
2025-09-26 07:50:41.309000,109055.99,5e-05
2025-09-26 07:50:41.309000,109055.66,0.00015
2025-09-26 07:50:41.309000,109054.99,0.0001
2025-09-26 07:50:41.309000,109054.12,0.06206
2025-09-26 07:50:41.309000,109054.12,0.26775
2025-09-26 07:50:41.309000,109054.12,5e-05
2025-09-26 07:50:41.309000,109054.12,5e-05
2025-09-26 07:50:41.309000,109053.57,5e-05
2025-09-26 07:50:41.309000,109053.44,6e-05
2025-09-26 07:50:41.309000,109053.21,0.05204
2025-09-26 07:50:41.315000,109054.12,5e-05
2025-09-26 07:50:41.315000,109054.12,5e-05
2025-09-26 07:50:41.315000,109054.12,5e-05
2025-09-26 07:50:41.315000,109054.12,2e-05
2025-09-26 07:50:41.339000,109054.12,5e-05
2025-09-26 07:50:41.339000,109054.12,0.10995
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,0.00057
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.360000,109054.12,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,5e-05
2025-09-26 07:50:41.383000,109054.11,0.0024
2025-09-26 07:50:41.446000,109054.12,0.03313
2025-09-26 07:50:41.591000,109054.12,0.02013
2025-09-26 07:50:41.591000,109054.12,0.38427
2025-09-26 07:50:41.634000,109054.12,0.00183
2025-09-26 07:50:41.681000,109054.12,0.26052
2025-09-26 07:50:41.860000,109054.12,0.7872
2025-09-26 07:50:41.860000,109054.12,0.3318
2025-09-26 07:50:41.860000,109054.12,0.50587
2025-09-26 07:50:41.860000,109054.12,0.40448
2025-09-26 07:50:41.860000,109054.12,0.3656
2025-09-26 07:50:41.909000,109054.12,0.00063
2025-09-26 07:50:42.255000,109054.12,0.00333
2025-09-26 07:50:42.475000,109054.11,0.00458
2025-09-26 07:50:42.815000,109054.12,0.00572
2025-09-26 07:50:43.475000,109054.11,0.00458
2025-09-26 07:50:43.517000,109054.12,0.00045
2025-09-26 07:50:43.519000,109054.11,0.027
2025-09-26 07:50:43.522000,109054.11,0.002
2025-09-26 07:50:43.833000,109054.11,0.00916
2025-09-26 07:50:44.159000,109054.11,0.00012
2025-09-26 07:50:44.832000,109054.11,7e-05
2025-09-26 07:50:45.214000,109054.12,0.26041
2025-09-26 07:50:45.221000,109054.12,0.03313
2025-09-26 07:50:45.301000,109054.12,0.03614
2025-09-26 07:50:45.391000,109054.11,0.11
2025-09-26 07:50:45.462000,109054.12,0.0001
2025-09-26 07:50:45.633000,109054.12,0.00046
2025-09-26 07:50:45.774000,109054.12,0.00333
2025-09-26 07:50:46.061000,109054.12,0.00013
2025-09-26 07:50:47.139000,109054.11,8e-05
2025-09-26 07:50:47.869000,109054.11,8e-05
2025-09-26 07:50:47.945000,109054.11,0.00087
2025-09-26 07:50:47.950000,109054.12,0.00123
2025-09-26 07:50:48.313000,109054.11,8e-05
2025-09-26 07:50:48.530000,109054.11,0.027
2025-09-26 07:50:48.939000,109054.12,0.26041
2025-09-26 07:50:48.943000,109054.12,0.03313
2025-09-26 07:50:49.109000,109054.11,9e-05
2025-09-26 07:50:49.188000,109054.11,8e-05
2025-09-26 07:50:49.324000,109054.12,0.01437
2025-09-26 07:50:49.506000,109054.12,0.00333
2025-09-26 07:50:49.516000,109054.11,8e-05
2025-09-26 07:50:49.906000,109054.12,0.00371
2025-09-26 07:50:50.077000,109054.11,9e-05
2025-09-26 07:50:50.767000,109054.11,8e-05
2025-09-26 07:50:50.837000,109054.11,0.11156
2025-09-26 07:50:50.837000,109054.11,5e-05
2025-09-26 07:50:50.837000,109054.11,5e-05
2025-09-26 07:50:50.837000,109054.11,5e-05
2025-09-26 07:50:50.837000,109054.11,5e-05
2025-09-26 07:50:50.837000,109054.11,5e-05
2025-09-26 07:50:50.837000,109054.11,0.07157
