timestamp,bid1,bid1_qty,ask1,ask1_qty,bid2,bid2_qty,ask2,ask2_qty,bid3,bid3_qty,ask3,ask3_qty,bid4,bid4_qty,ask4,ask4_qty,bid5,bid5_qty,ask5,ask5_qty
2025-09-26 07:50:52.014000,109057.06,13.98691,109054.12,0.0,109057.05,0.11663,109054.13,0.0,109057.0,0.0215,109054.14,0.0,109056.62,0.0,109054.2,0.0,109056.47,0.0,109056.01,0.0
2025-09-26 07:50:53.014000,109057.06,14.30637,109057.07,0.29493,109057.05,0.12438,109057.08,0.00095,109057.0,0.02155,109057.09,0.0001,109055.86,0.0002,109057.31,0.0,109055.54,5e-05,109057.32,0.0
2025-09-26 07:50:54.014000,109057.06,14.28524,109057.07,0.44223,109057.05,0.12448,109057.08,0.0009,109057.04,0.0001,109058.81,5e-05,109057.0,0.02165,109059.23,0.03237,109056.99,0.0001,109061.55,0.0
2025-09-26 07:50:55.014000,109057.06,14.74991,109057.07,0.37166,109057.05,0.12463,109057.08,0.0009,109052.59,0.00367,109059.23,0.03237,109052.55,0.13068,109059.98,0.0,109051.26,0.0,109061.51,0.0001
2025-09-26 07:50:56.014000,109057.06,14.74992,109057.07,0.37103,109057.05,0.12478,109057.08,0.00085,109039.64,0.0917,109059.23,0.03237,109039.58,0.0,109059.98,0.0,109039.07,0.0,109061.43,0.0001
2025-09-26 07:50:57.014000,109057.84,10.6634,109057.07,0.0,109057.83,0.0003,109057.08,0.0,109057.82,0.0001,109057.09,0.0,109057.18,5e-05,109057.83,0.0,109057.09,0.0,109057.84,0.0
2025-09-26 07:50:58.014000,109057.84,10.6661,109057.85,0.64607,109057.83,0.00789,109057.86,0.0008,109057.82,0.0001,109058.81,5e-05,109057.3,0.00192,109059.23,0.03247,109057.29,0.0001,109059.24,0.0001
2025-09-26 07:50:59.014000,109057.84,10.63935,109057.85,1.03387,109057.83,0.02115,109057.86,0.00075,109057.76,0.0001,109057.93,0.0001,109057.06,0.85154,109058.81,0.0,109054.13,0.30245,109059.23,0.03247
2025-09-26 07:51:00.014000,109057.84,9.82379,109057.85,2.87494,109057.83,0.02023,109057.86,0.00075,109057.06,0.81154,109057.87,0.0001,109057.0,0.0,109059.01,0.00015,109054.2,0.0,109059.02,0.10658
2025-09-26 07:51:01.014000,109057.84,9.92151,109057.85,0.67295,109057.83,0.02599,109057.86,0.0007,109057.82,0.0001,109057.87,0.0001,109057.37,0.0668,109059.01,5e-05,109057.36,0.0001,109059.02,0.0
2025-09-26 07:51:02.014000,109057.84,9.92065,109057.85,1.03858,109057.83,0.02594,109057.86,0.0007,109057.82,0.0001,109059.23,0.03247,109057.55,0.06665,109059.24,0.0001,109057.37,0.0,109059.32,0.0001
2025-09-26 07:51:03.014000,109057.84,9.91502,109057.85,1.32058,109057.83,0.02028,109057.86,0.0007,109057.82,0.0001,109058.81,5e-05,109057.55,0.0668,109059.23,0.03247,109057.54,0.0001,109059.24,0.0001
2025-09-26 07:51:04.014000,109057.84,9.79472,109057.85,0.84559,109057.83,0.0253,109057.86,0.0007,109057.06,0.55509,109058.81,0.0,109049.79,0.0,109059.23,0.03247,109049.66,0.0,109059.24,0.0001
2025-09-26 07:51:05.014000,109057.84,9.90351,109057.85,0.91347,109057.83,0.025,109057.86,0.0007,109057.06,0.50923,109059.91,0.0,109054.11,0.12498,109063.19,5e-05,109054.09,0.0,109065.1,3.00005
2025-09-26 07:51:06.014000,109057.84,9.17089,109057.85,3.33325,109057.83,0.02485,109059.65,0.09411,109057.82,0.0001,109060.91,0.0,109057.55,0.0,109060.92,0.0,109057.54,0.0,109063.56,0.01844
2025-09-26 07:51:07.014000,109057.84,9.17593,109057.85,2.99847,109057.83,0.02886,109057.86,0.0008,109057.82,0.0047,109059.56,0.0,109057.81,0.0046,109059.65,0.09411,109057.8,0.0046,109060.66,0.0
2025-09-26 07:51:08.014000,109057.84,9.72197,109057.85,2.90717,109051.89,0.0001,109057.86,0.00075,109049.62,0.0,109059.65,0.09411,109047.83,0.0,109062.1,0.0,109045.07,0.0,109062.11,0.0
2025-09-26 07:51:09.014000,109057.84,9.69966,109057.85,2.83157,109056.22,0.0001,109057.86,0.0008,109056.21,0.00092,109059.24,0.0001,109055.86,0.0,109059.48,0.00092,109052.37,0.06665,109065.09,0.90038
2025-09-26 07:51:10.014000,109057.84,9.79168,109057.85,0.76205,109057.83,0.02821,109057.86,0.0007,109057.06,0.55509,109059.23,0.03247,109051.2,1.27872,109059.64,0.0,109050.18,0.13063,109059.65,0.0
2025-09-26 07:51:11.014000,109057.84,9.79163,109057.85,0.63879,109057.83,0.03562,109057.86,0.00075,109057.06,0.50923,109058.81,0.0,109049.66,0.04586,109059.23,0.03247,109046.64,0.053,109061.5,0.0001
2025-09-26 07:51:12.014000,109057.84,9.79995,109057.85,0.52887,109057.83,0.09421,109057.86,0.0007,109057.07,0.0001,109058.81,5e-05,109057.06,0.55509,109061.5,0.0,109057.0,0.02155,109061.71,0.0001
2025-09-26 07:51:13.014000,109063.99,16.15258,109057.85,0.0,109063.98,0.01818,109057.86,0.0,109063.97,0.0001,109057.87,0.0,109063.92,0.0001,109057.93,0.0,109063.58,0.0,109058.81,0.0
2025-09-26 07:51:14.014000,109063.99,15.05657,109064.0,4.88914,109063.98,0.01818,109064.01,0.00035,109062.91,0.0001,109064.02,0.0001,109062.9,0.0001,109064.28,5e-05,109062.89,0.0,109065.1,3.0001
2025-09-26 07:51:15.014000,109063.99,15.14822,109064.0,4.80945,109054.76,0.00088,109064.01,0.0003,109053.99,0.4,109065.1,3.0001,109053.44,6e-05,109067.55,0.0,109053.35,0.00799,109068.54,0.49768
2025-09-26 07:51:16.014000,109063.99,15.0564,109064.0,6.08725,109053.08,0.003,109067.59,0.08522,109050.35,0.0001,109068.13,0.10955,109050.22,0.0,109068.54,0.49763,109050.12,0.0917,109069.07,0.01837
2025-09-26 07:51:17.014000,109063.99,15.15745,109064.0,5.90799,109063.98,0.01818,109064.01,0.0003,109058.3,0.02752,109064.98,0.00885,109052.56,0.0,109064.99,0.0002,109051.82,0.0,109065.08,0.0001
2025-09-26 07:51:18.014000,109063.99,15.10257,109064.0,5.66886,109063.98,0.01718,109064.01,0.0009,109059.67,0.04003,109064.98,0.00885,109057.07,0.0,109065.08,0.0001,109056.99,0.13063,109065.09,0.94736
2025-09-26 07:51:19.014000,109063.99,14.98205,109064.0,5.55559,109063.98,0.0002,109064.01,0.0007,109062.77,0.0001,109065.09,0.96374,109062.0,0.0,109065.1,3.0001,109061.57,0.32993,109066.4,0.11264
2025-09-26 07:51:20.014000,109063.99,15.07914,109064.0,5.49877,109063.98,0.01524,109064.01,0.00065,109063.97,0.0001,109067.56,0.0,109061.58,0.0001,109067.59,0.08522,109061.56,0.0,109067.97,0.0
2025-09-26 07:51:21.014000,109063.99,15.07914,109064.0,5.46108,109063.98,0.0227,109064.01,0.00055,109063.97,0.0001,109065.09,0.08245,109063.37,0.0001,109065.1,0.0,109063.36,0.00192,109065.17,0.0
2025-09-26 07:51:22.014000,109063.99,15.13113,109064.0,3.64129,109063.98,0.01529,109064.01,0.0006,109061.58,0.0,109064.28,0.0,109061.0,0.0216,109064.98,0.00885,109060.87,0.0667,109064.99,0.0002
2025-09-26 07:51:23.014000,109063.99,15.52773,109064.0,3.10252,109063.98,0.01784,109064.01,0.00055,109058.24,0.09169,109064.28,5e-05,109057.06,0.25197,109064.98,0.00885,109057.05,0.0,109064.99,0.0002
2025-09-26 07:51:24.014000,109063.99,6.77768,109064.0,3.10325,109063.98,0.01784,109064.01,0.0006,109061.57,0.32988,109066.71,0.08442,109061.0,0.02165,109069.07,0.01837,109060.87,0.0,109069.98,5e-05
2025-09-26 07:51:25.014000,109063.99,6.77898,109064.0,3.26302,109063.98,0.01784,109064.01,0.00055,109057.77,0.0,109066.72,0.04029,109057.37,0.0,109067.17,0.0,109056.92,0.0,109067.18,0.0
2025-09-26 07:51:26.014000,109063.99,6.77625,109064.0,3.26534,109057.83,0.01321,109064.01,0.00055,109057.82,0.0,109067.59,0.08522,109057.81,0.0,109068.11,0.0,109057.8,0.0,109068.12,0.0
2025-09-26 07:51:27.014000,109063.99,6.77227,109064.0,2.19675,109063.98,0.01784,109064.01,0.00055,109063.36,0.00192,109066.71,0.06029,109063.35,0.0001,109067.59,0.08522,109063.01,0.0001,109067.71,0.0001
2025-09-26 07:51:28.014000,109078.85,19.44955,109064.0,0.0,109078.84,0.02231,109064.01,0.0,109078.83,0.0001,109064.02,0.0,109078.82,0.0046,109064.08,0.0,109078.58,5e-05,109064.28,0.0
2025-09-26 07:51:29.014000,109089.65,17.84277,109078.86,0.0,109089.64,0.0001,109078.87,0.0,109089.6,0.031,109078.88,0.0,109089.59,0.0001,109079.24,0.0,109089.51,0.0,109079.25,0.0
2025-09-26 07:51:30.014000,109089.65,17.85099,109089.66,0.57813,109089.64,0.01776,109089.67,0.0009,109089.63,0.0001,109089.85,0.0,109088.47,0.0,109089.86,0.01268,109088.06,0.30233,109089.97,0.0
2025-09-26 07:51:31.014000,109089.65,18.66765,109089.66,0.4158,109089.64,0.02522,109089.67,0.04683,109089.6,0.031,109089.68,0.0001,109089.59,0.0001,109089.86,0.0,109089.01,0.0001,109089.87,0.0
2025-09-26 07:51:32.014000,109099.06,13.8274,109089.66,0.0,109099.05,0.0001,109089.67,0.0,109098.96,0.0001,109089.68,0.0,109098.95,0.03065,109089.82,0.0,109098.94,0.0001,109089.99,0.0
2025-09-26 07:51:33.014000,109099.06,13.67234,109099.07,3.37588,109099.05,0.02522,109099.08,0.00085,109099.04,0.0001,109104.52,0.0,109098.95,0.03065,109105.35,0.43405,109098.94,0.0001,109106.47,0.0
2025-09-26 07:51:34.014000,109099.06,0.0,109086.96,19.97981,109099.05,0.0,109086.97,1.63921,109099.04,0.0,109086.98,0.0001,109098.96,0.0,109087.17,0.0,109098.95,0.0,109087.18,0.0
2025-09-26 07:51:35.014000,109086.95,0.92703,109086.96,20.56043,109086.94,0.00641,109086.97,0.67567,109086.93,0.0001,109086.98,0.0001,109086.5,0.0,109087.04,0.0001,109086.49,0.0,109087.99,0.00815
2025-09-26 07:51:36.014000,109086.95,0.161,109086.96,20.83548,109086.94,0.00075,109086.97,0.67567,109086.16,5e-05,109086.98,0.0001,109085.8,0.0,109087.0,0.0217,109085.78,0.0001,109087.01,0.0001
2025-09-26 07:51:37.014000,109086.95,0.0,109083.4,18.2018,109086.94,0.0,109083.41,0.0001,109086.93,0.0,109083.86,0.0,109086.92,0.0,109083.92,5e-05,109086.16,0.0,109083.98,0.0
2025-09-26 07:51:38.014000,109083.39,0.0,109079.67,32.33695,109083.38,0.0,109079.68,0.0001,109083.37,0.0,109080.0,0.0216,109082.88,0.0,109080.01,0.0401,109082.22,0.0,109080.02,0.0001
2025-09-26 07:51:39.014000,109079.66,0.0,109064.01,9.30827,109079.65,0.0,109064.02,0.0001,109079.64,0.0,109064.48,0.0,109079.63,0.0,109064.56,0.0,109079.62,0.0,109064.82,5e-05
2025-09-26 07:51:40.014000,109064.0,0.0,109060.01,31.75293,109063.99,0.0,109060.02,0.00927,109063.98,0.0,109061.0,0.02175,109062.81,0.0,109061.01,0.0001,109062.8,0.0,109061.09,0.0
2025-09-26 07:51:41.014000,109060.0,0.0,109057.85,31.51172,109059.99,0.0,109057.86,0.0001,109059.98,0.0,109057.99,0.0,109059.92,0.0,109058.0,0.0217,109058.73,0.0,109058.01,0.0001
2025-09-26 07:51:42.014000,109057.84,0.99722,109057.85,30.63182,109057.83,0.01436,109057.99,0.0001,109057.73,0.0,109058.99,0.0001,109057.07,0.00015,109059.0,0.0217,109056.73,0.0001,109059.01,0.0001
2025-09-26 07:51:43.014000,109057.84,2.19748,109057.85,29.76567,109057.83,0.01911,109057.86,0.0002,109057.82,0.0047,109057.99,0.0,109057.81,0.0046,109058.0,0.0,109057.8,0.0046,109058.01,0.0
2025-09-26 07:51:44.014000,109057.84,4.97602,109057.85,26.16047,109057.83,0.01911,109057.86,0.0001,109057.76,0.00925,109058.34,0.0,109057.06,0.20607,109059.44,0.0,109056.75,0.0001,109059.99,0.0
2025-09-26 07:51:45.014000,109057.84,4.83281,109057.85,26.49729,109057.76,0.00935,109057.86,0.00015,109056.74,0.06411,109057.93,0.0001,109052.38,0.0,109059.63,0.0001,109046.36,0.04586,109059.64,0.06685
2025-09-26 07:51:46.014000,109057.84,4.82907,109057.85,26.17626,109037.06,0.053,109057.86,0.00015,109033.74,0.0,109059.24,0.0,109033.43,0.0,109059.25,0.0,109033.41,0.0,109059.26,0.0
2025-09-26 07:51:47.014000,109057.84,4.81852,109057.85,25.88304,109052.19,0.01562,109061.1,0.04053,109047.84,0.8,109061.73,0.0001,109045.22,0.00014,109061.74,5e-05,109039.9,0.0,109061.77,0.0
2025-09-26 07:51:48.014000,109057.84,5.79111,109057.85,17.17302,109057.83,0.01816,109057.86,0.00065,109057.18,5e-05,109057.87,0.0001,109057.06,0.20607,109059.63,0.0,109057.0,0.0216,109059.64,0.0
2025-09-26 07:51:49.014000,109057.84,5.71522,109057.85,16.96315,109057.83,0.01816,109057.86,0.00045,109057.76,0.00935,109057.87,0.0001,109057.65,0.04019,109060.75,0.0002,109057.06,0.20607,109060.76,0.10969
2025-09-26 07:51:50.014000,109057.84,5.71061,109057.85,16.77413,109054.11,0.03322,109057.86,0.0004,109048.32,0.0,109069.63,0.00499,109045.58,0.0,109071.27,0.00916,109044.89,0.0,109080.16,0.0
2025-09-26 07:51:51.014000,109057.84,5.70948,109057.85,16.77768,109054.11,0.00967,109057.86,0.00035,109049.98,0.0,109057.87,0.0001,109044.31,0.00367,109060.75,0.0001,109043.9,0.0,109060.76,0.0
2025-09-26 07:51:52.014000,109057.84,5.71965,109057.85,16.37702,109057.18,0.0,109057.86,0.00055,109055.72,0.09525,109057.87,0.0001,109055.0,0.0,109061.39,0.0001,109054.11,0.00972,109061.4,0.09052
2025-09-26 07:51:53.014000,109057.84,6.00376,109057.85,16.2095,109057.65,0.04019,109057.86,0.00065,109057.07,0.0001,109057.87,0.0001,109057.06,0.00821,109057.99,0.0001,109056.67,0.3299,109058.0,0.11328
2025-09-26 07:51:54.014000,109057.84,6.02564,109057.85,13.6663,109047.86,0.45898,109057.86,0.0005,109047.1,0.06665,109058.0,0.11328,109045.07,1.27872,109058.01,0.0001,109044.64,0.0,109058.47,0.0
2025-09-26 07:51:55.014000,109057.84,6.11545,109057.85,13.60827,109052.38,0.04586,109057.86,0.0005,109047.85,0.8,109058.0,0.11328,109046.95,2.47602,109058.01,0.0001,109046.36,0.0,109061.67,0.0001
2025-09-26 07:51:56.014000,109057.84,5.9986,109057.85,13.52543,109043.62,0.15,109057.86,0.00055,109040.34,0.0,109058.0,0.11328,109038.65,0.0,109058.01,0.0001,109038.03,0.0,109061.39,0.0001
2025-09-26 07:51:57.014000,109057.84,6.00679,109057.85,12.20524,109057.83,0.01811,109057.86,0.00045,109057.76,0.00935,109057.87,0.0001,109057.65,0.0,109057.99,0.0,109057.06,0.0,109058.0,0.0
2025-09-26 07:51:58.014000,109057.84,6.09814,109057.85,12.20302,109043.3,0.0,109057.86,0.0005,109043.22,0.13063,109057.87,0.0001,109038.58,0.0,109061.64,0.0002,109038.56,0.0,109061.65,0.0002
2025-09-26 07:51:59.014000,109057.84,6.06687,109057.85,12.11048,109057.83,0.01811,109057.86,0.00045,109057.76,0.00935,109057.87,0.0001,109057.01,0.0001,109061.39,0.0001,109057.0,0.0216,109061.4,0.0402
2025-09-26 07:52:00.014000,109057.84,6.43654,109057.85,12.09874,109057.83,0.01816,109057.86,0.0004,109055.0,0.02155,109061.4,0.0402,109054.47,0.04,109061.41,0.0001,109052.38,0.04586,109061.64,0.0
2025-09-26 07:52:01.014000,109057.84,6.42942,109057.85,10.45697,109048.4,1.27872,109060.75,0.0,109047.46,0.0,109061.38,0.0001,109046.48,0.00367,109068.75,0.04557,109039.47,0.0,109071.01,0.0
2025-09-26 07:52:02.014000,109057.84,6.69256,109057.85,11.3708,109057.83,0.01356,109072.3,0.06333,109057.82,0.0001,109073.58,0.01862,109057.81,0.0,109077.89,0.013,109057.8,0.0,109078.23,0.0
2025-09-26 07:52:03.014000,109057.84,0.0,109057.84,31.25423,109057.83,0.0004,109057.85,1.75737,109057.82,0.0056,109057.86,0.04969,109057.81,0.0047,109057.87,0.0001,109057.8,0.0046,109058.0,0.0216
2025-09-26 07:52:04.014000,109057.83,0.0,109057.83,16.66553,109057.82,1.06659,109057.84,1.32866,109057.81,0.0057,109057.85,0.26141,109057.8,0.0047,109057.86,0.04959,109057.76,0.00935,109057.87,0.0
2025-09-26 07:52:05.014000,109057.82,5.10353,109057.83,14.49564,109057.81,0.0057,109057.84,0.0002,109057.76,0.00935,109057.85,0.15612,109055.81,0.08967,109057.86,0.04969,109055.54,0.0,109057.87,0.0001
2025-09-26 07:52:06.014000,109057.82,5.46688,109057.83,14.47205,109043.84,0.0,109057.86,0.04964,109042.63,0.00499,109057.87,0.0001,109037.33,0.0,109059.85,0.0,109037.16,3.54247,109059.86,0.0
2025-09-26 07:52:07.014000,109057.82,5.46875,109057.83,14.55434,109057.81,0.00575,109057.86,0.04964,109055.81,0.08962,109057.87,0.0001,109055.58,0.01826,109058.25,0.0,109054.01,0.40005,109058.26,0.0
2025-09-26 07:52:08.014000,109057.82,5.66761,109057.83,14.21516,109057.81,0.00565,109057.84,0.00082,109055.81,0.08967,109057.86,0.04787,109055.58,0.0,109057.87,0.0,109054.71,0.00182,109059.31,0.0
2025-09-26 07:52:09.014000,109057.82,5.63781,109057.83,14.36608,109056.19,0.00092,109057.84,0.00057,109052.38,0.04586,109059.46,0.00092,109046.36,0.0,109059.91,5e-05,109045.62,0.0007,109060.37,0.04014
2025-09-26 07:52:10.014000,109057.82,5.70352,109057.83,14.28783,109056.72,0.06249,109057.84,0.00042,109055.58,0.01809,109057.86,0.04787,109052.38,0.0,109060.01,0.0001,109046.36,0.04586,109060.02,0.06297
2025-09-26 07:52:11.014000,109057.82,5.11526,109057.83,14.54526,109057.81,0.00575,109057.86,0.04787,109057.76,0.00935,109058.0,0.0,109056.72,0.06259,109058.6,0.0001,109055.81,0.08967,109058.61,0.06675
2025-09-26 07:52:12.014000,109057.82,5.16641,109057.83,13.88739,109052.38,0.04586,109057.84,0.00062,109047.82,0.8,109057.86,0.04782,109046.36,0.0,109057.9,0.0,109045.64,0.0,109057.91,0.0
2025-09-26 07:52:13.014000,109057.82,6.09433,109057.83,11.78146,109057.81,0.00547,109057.84,0.00035,109054.5,0.01796,109057.85,0.06541,109054.11,0.00972,109057.86,0.04787,109054.09,0.0,109057.87,0.0001
2025-09-26 07:52:14.014000,109057.82,6.15749,109057.83,11.77966,109047.87,0.0,109057.84,0.00025,109047.85,2.30363,109057.86,0.04787,109044.14,0.0,109057.87,0.0001,109043.22,0.0,109058.81,5e-05
2025-09-26 07:52:15.014000,109057.82,6.46144,109057.83,6.19751,109057.81,0.0047,109057.84,0.00075,109057.76,0.00935,109057.86,0.04605,109057.18,5e-05,109057.87,0.0,109057.01,0.0001,109060.45,0.0
2025-09-26 07:52:16.014000,109057.82,6.4594,109057.83,3.92837,109057.03,0.0001,109057.84,0.00065,109057.02,0.0001,109057.86,0.04605,109057.01,5e-05,109059.45,0.0131,109056.73,0.0,109060.24,0.0001
2025-09-26 07:52:17.014000,109068.99,6.96975,109057.83,0.0,109068.98,0.0,109057.84,0.0,109068.92,0.0001,109057.85,0.0,109068.74,0.0,109057.86,0.0,109068.73,0.0,109057.93,0.0
2025-09-26 07:52:18.014000,109068.99,6.17549,109069.0,4.27063,109068.28,0.0001,109069.01,0.00085,109068.27,0.0,109069.39,0.0339,109067.57,5e-05,109069.4,0.0001,109065.65,0.0001,109072.46,5e-05
2025-09-26 07:52:19.014000,109068.99,4.60605,109069.0,3.96973,109068.98,0.0001,109069.01,0.00095,109068.49,0.0001,109069.39,0.0339,109068.48,0.00192,109069.4,0.0001,109068.47,0.0001,109072.44,0.0001
2025-09-26 07:52:20.014000,109068.99,5.81755,109069.0,2.59401,109068.98,0.0003,109069.01,0.00075,109068.97,0.0,109069.39,0.0339,109068.18,0.0001,109069.4,0.0001,109062.38,5e-05,109071.3,0.0001
2025-09-26 07:52:21.014000,109068.99,5.54384,109069.0,3.33134,109068.98,0.0003,109069.01,0.0008,109068.97,0.0,109070.71,0.0,109068.18,0.0001,109071.31,0.04038,109064.0,0.00027,109072.29,0.0001
2025-09-26 07:52:22.014000,109068.99,4.30631,109069.0,5.8722,109068.98,0.0003,109074.14,0.04604,109068.97,0.0,109074.15,0.03672,109068.92,0.0016,109076.15,0.0,109068.91,0.0001,109077.75,0.0689
2025-09-26 07:52:23.014000,109068.99,3.01498,109069.0,4.18096,109068.98,0.00025,109069.01,0.0009,109068.97,0.0,109069.02,0.0001,109068.48,0.00315,109069.13,0.0,109068.47,0.0001,109069.14,0.0
2025-09-26 07:52:24.014000,109068.99,3.0314,109069.0,4.53113,109068.98,0.00055,109069.01,0.00095,109068.97,0.0047,109069.52,0.09519,109068.96,0.0047,109071.29,0.0131,109068.95,0.0046,109072.8,0.01414
2025-09-26 07:52:25.014000,109068.99,1.42269,109069.0,6.10386,109068.49,0.0001,109069.01,0.00085,109068.21,0.0,109069.39,0.0339,109067.77,0.0001,109069.4,0.0001,109066.46,0.0,109069.5,0.0001
2025-09-26 07:52:26.014000,109068.99,1.78687,109069.0,6.13273,109068.98,0.0091,109069.01,0.0008,109065.6,0.32987,109069.51,0.13102,109064.21,0.09868,109070.99,0.0,109062.37,0.34826,109071.31,0.04023
2025-09-26 07:52:27.014000,109068.99,1.52925,109069.0,6.3498,109068.98,0.0093,109069.01,0.0008,109068.96,0.0046,109069.51,0.06695,109062.37,0.3024,109069.52,0.15775,109059.0,0.42155,109070.0,0.0216
2025-09-26 07:52:28.014000,109068.99,1.76934,109069.0,6.29881,109062.37,0.34826,109069.01,0.0008,109059.45,0.30241,109069.52,0.09509,109059.02,0.0001,109069.87,0.0,109059.0,0.82155,109069.88,0.0
2025-09-26 07:52:29.014000,109068.99,2.15779,109069.0,6.26192,109068.98,0.00055,109069.01,0.00075,109068.96,0.0047,109069.39,0.0339,109068.92,0.00615,109069.4,0.0001,109067.9,0.0001,109069.5,0.0
2025-09-26 07:52:30.014000,109068.99,0.0,109055.39,23.66684,109068.98,0.0,109055.4,0.0001,109068.97,0.0,109055.5,0.0001,109068.96,0.0,109055.51,0.02381,109068.95,0.0,109055.52,0.0001
2025-09-26 07:52:31.014000,109055.38,0.95795,109055.39,22.85802,109055.37,0.0097,109055.47,0.0001,109055.31,0.0001,109055.51,0.02381,109055.0,0.0,109055.52,0.0001,109054.12,0.0,109055.62,0.0001
2025-09-26 07:52:32.014000,109055.38,1.31598,109055.39,21.82981,109055.37,0.0097,109055.41,0.01833,109055.36,0.0001,109057.0,0.02155,109055.0,0.0001,109057.06,0.0001,109054.96,0.06354,109057.07,0.42641
2025-09-26 07:52:33.014000,109055.38,1.55679,109055.39,18.98511,109055.37,0.00105,109055.4,0.0005,109055.36,0.0001,109055.41,0.0002,109055.35,0.10053,109055.42,0.0001,109055.34,0.0001,109055.51,0.02381
2025-09-26 07:52:34.014000,109055.38,1.29501,109055.39,19.19004,109055.37,0.0008,109055.4,0.0001,109055.36,0.0001,109055.41,0.0,109055.35,0.0,109055.42,0.0,109055.34,0.0,109055.52,0.0001
2025-09-26 07:52:35.014000,109055.38,1.34394,109055.39,19.15323,109055.37,0.00085,109072.26,0.0,109054.83,0.0,109073.06,0.32975,109052.93,0.0,109074.68,0.0,109051.75,0.32986,109082.9,0.32972
2025-09-26 07:52:36.014000,109055.38,0.11122,109055.39,19.85041,109055.36,0.00028,109058.99,0.0,109055.35,0.0,109060.84,0.00045,109055.0,0.0,109065.11,0.30229,109054.21,0.0001,109067.75,0.0
2025-09-26 07:52:37.014000,109055.38,0.0,109054.0,21.13711,109055.37,0.0,109054.01,0.02462,109055.36,0.0,109054.02,0.03177,109055.35,0.0,109054.03,0.0001,109055.31,0.0,109054.04,0.0
2025-09-26 07:52:38.014000,109053.99,0.0,109045.4,20.91551,109053.98,0.0,109045.41,0.00927,109053.97,0.0,109045.72,5e-05,109053.44,0.0,109045.99,0.0001,109053.36,0.0,109046.0,0.0217
2025-09-26 07:52:39.014000,109045.39,1.2817,109045.4,23.43687,109045.38,0.00095,109045.41,0.0001,109045.32,0.0001,109045.42,0.0,109045.0,0.0001,109045.48,0.0001,109044.61,0.0,109046.0,0.0002
2025-09-26 07:52:40.014000,109045.39,0.96276,109045.4,23.67897,109045.38,0.00395,109045.41,0.0001,109045.05,0.0,109045.99,0.0,109045.0,0.0,109046.0,0.0,109044.21,0.0,109046.01,0.0
2025-09-26 07:52:41.014000,109045.39,0.71604,109045.4,23.90679,109045.38,0.0041,109045.41,0.0001,109045.0,0.0,109046.31,0.0,109044.99,0.0002,109046.32,0.0,109044.48,0.0,109046.33,0.0
2025-09-26 07:52:42.014000,109045.39,0.92147,109045.4,23.68322,109045.38,0.00405,109046.57,0.06186,109045.23,0.00366,109046.58,0.0001,109045.22,0.00132,109046.81,0.0,109045.0,0.0001,109046.82,0.0
